edge_id,std_dev
2726-2828,0.03385453
227-2724,0.07630004
731-2725,0.040653426
748-2725,0.040022794
531-2725,0.04152245
1198-2726,0.047524646
2415-2727,0.04212132
2439-2727,0.041252434
2561-2727,0.0934052
308-2724,0.06823559
825-2724,0.033546485
829-2724,0.068412974
2596-2727,0.07321259
837-2725,0.043242246
739-2729,0.07486803
270-2730,0.055403307
632-2730,0.05584287
888-2730,0.042566247
2133-2731,0.060963865
52-2730,0.04532857
926-2730,0.06976402
601-2729,0.13033515
926-2729,0.09696024
52-2729,0.04278599
927-2730,0.0736532
1116-2729,0.042308852
1150-2729,0.043371655
1150-2730,0.04329438
652-2731,0.05123251
1638-2729,0.10018012
2424-2731,0.051466785
1456-2729,0.07721112
927-2729,0.10831094
260-2732,0.043376993
396-2732,0.043651953
1919-2732,0.04750671
339-2732,0.04208575
354-2732,0.046612125
1343-2732,0.042070102
659-2732,0.040948503
1207-2732,0.04415038
1780-2732,0.04339393
2600-2732,0.1037102
440-2732,0.042982392
1373-2735,0.0307238
198-2735,0.060494404
806-2735,0.046820033
510-2735,0.058963772
1331-2735,0.038355287
858-2735,0.06623621
1932-2735,0.058213435
200-2735,0.05830177
349-2738,0.057734545
172-2737,0.06351858
116-2737,0.033915125
350-2738,0.049506854
2015-2739,0.047866754
2134-2739,0.05839331
1622-2739,0.06761761
2738-2743,0.055289283
470-2742,0.057803825
812-2740,0.045941826
2339-2742,0.04945397
1495-2742,0.05819569
1673-2741,0.056003377
1808-2742,0.052871093
1404-2740,0.054077186
2740-8368,0.04321169
112-2741,0.058022793
1115-2740,0.042261522
423-2741,0.036501195
1208-2741,0.065415114
1422-2745,0.031865027
1155-2745,0.03354484
964-2745,0.03592773
1737-2745,0.049854334
652-2744,0.068372376
402-2744,0.04557316
748-2744,0.04252015
601-2746,0.06351815
615-2746,0.033916354
708-2746,0.053404823
16-2746,0.042667873
17-2746,0.14676565
1383-2746,0.14300625
714-2746,0.043138925
515-2746,0.057162073
582-2746,0.059413485
1046-2749,0.026790231
391-2746,0.04588053
1203-2747,0.08975604
615-2747,0.044391647
613-2747,0.035715118
2158-2748,0.031207116
515-2747,0.059032276
16-2747,0.036421694
1383-2748,0.09919489
170-2747,0.06780671
15-2747,0.06062025
17-2747,0.06983478
28-2750,0.056268297
1046-2750,0.0356102
1159-2750,0.029969197
53-2752,0.054110043
1014-2752,0.04249304
979-2756,0.04118845
49-2755,0.065496884
1164-2756,0.041184444
888-2756,0.04406216
731-2756,0.042568997
531-2756,0.041874073
314-2756,0.09130425
52-2756,0.040689167
782-2755,0.10110874
268-2754,0.0425103
26-2755,0.068236984
195-2755,0.02160505
334-2755,0.04441516
947-2757,0.041569624
237-2754,0.042298447
481-2754,0.037881635
763-2767,0.027591916
990-2767,0.045641072
392-2767,0.049964365
955-2760,0.0415287
997-2762,0.06878177
1723-2760,0.052897792
627-2766,0.07054707
577-2764,0.088048615
1026-2762,0.04344482
1606-2770,0.11132008
27-2768,0.04492457
993-2769,0.06726677
507-2769,0.027397577
100-2770,0.05039892
364-2769,0.047120046
22-2769,0.056166083
2133-2768,0.038580045
450-2769,0.06576909
1545-2771,0.075602636
1226-2771,0.052595604
1211-2771,0.12093491
1140-2771,0.07165825
183-2771,0.05743044
10-2771,0.14923552
1150-2771,0.042189345
843-2773,0.040301472
1465-2774,0.026164273
749-2776,0.055643372
1392-2774,0.05765554
1561-2775,0.040517844
52-2772,0.043322418
923-2773,0.054289408
188-2776,0.072876826
1074-2781,0.042747974
689-2781,0.048873156
105-2779,0.041384146
1138-2778,0.04291966
1651-2778,0.08586161
2174-2778,0.042729057
1341-2778,0.04137546
1085-2778,0.04923996
1074-2778,0.04154072
2237-2778,0.04185503
1423-2778,0.08006335
278-2783,0.056503125
833-2785,0.10159181
490-2783,0.09135095
238-2787,0.05669066
435-2783,0.04552179
610-2782,0.068926916
1972-2792,0.051898103
1016-2792,0.056296185
529-2796,0.068151936
1138-2796,0.041083273
1341-2796,0.041592937
1314-2793,0.079658605
1523-2791,0.054061998
1246-2791,0.049774695
109-2789,0.052057657
1582-2792,0.05340333
1753-2792,0.03701551
1741-2790,0.044383075
1289-2792,0.051111702
682-2792,0.059853386
461-2792,0.05468557
217-2792,0.039003078
25-2792,0.049788743
190-2794,0.046100453
84-2789,0.038177356
268-2795,0.042471047
654-2792,0.043740485
509-2789,0.053446665
835-2807,0.04022852
1138-2806,0.039433025
1074-2806,0.041910212
1341-2806,0.04417198
104-2798,0.08517953
870-2804,0.038610682
1030-2806,0.042178188
1343-2805,0.041308157
338-2798,0.058921907
338-2802,0.07511576
479-2808,0.056057885
452-2808,0.04864523
1988-2805,0.05199661
1343-2803,0.040792234
1780-2803,0.042306926
1919-2812,0.041344356
659-2812,0.0407571
1207-2812,0.041843873
748-2810,0.041961145
334-2810,0.052180186
1780-2812,0.0421882
1027-2815,0.052704096
525-2815,0.038929544
2265-2815,0.06411845
1188-2822,0.022789182
124-2822,0.044005916
598-2822,0.041435156
1328-2822,0.15826595
652-2819,0.055825867
1924-2822,0.046195924
1184-2818,0.055705927
652-2822,0.030097157
402-2822,0.04512979
909-2822,0.110375814
80-2819,0.04331105
1314-2821,0.062331654
1799-2817,0.03146301
96-2829,0.054699454
1830-2826,0.036831874
354-2831,0.041089416
440-2831,0.04193631
218-2832,0.061301228
900-2831,0.05756269
596-2829,0.026560266
880-2831,0.053744756
867-2831,0.041023284
826-2831,0.04142456
816-2831,0.045802213
1393-2831,0.057818107
1207-2831,0.041351363
1617-2830,0.041270863
1222-2830,0.04580987
1295-2825,0.054693043
1891-2825,0.04930935
1661-2831,0.041864835
55-2831,0.047007974
67-2831,0.04070046
169-2831,0.04746942
178-2831,0.045916338
309-2831,0.04460475
339-2831,0.04362584
396-2831,0.042534
753-2831,0.051893573
1221-2830,0.07483208
659-2831,0.04169469
333-2827,0.042710163
560-2831,0.05257159
126-2823,0.07488363
312-2823,0.03753891
355-2823,0.107409805
697-2823,0.08342778
1252-2831,0.061647333
210-2827,0.041069437
281-2827,0.07164176
346-2827,0.0663836
425-2827,0.04039244
755-2827,0.041280124
656-2831,0.04223555
1290-2827,0.04382157
1330-2827,0.047810376
1120-2827,0.041697614
2029-2827,0.123876445
552-2831,0.042658284
505-2831,0.04484622
1634-2827,0.06573622
1509-2831,0.035300545
1198-2828,0.117208615
1567-2831,0.043096732
1046-2824,0.048958424
600-2829,0.03815489
1605-2823,0.04136515
761-2823,0.04395639
2448-2827,0.04431726
28-2824,0.118504696
1341-2836,0.040277876
552-2837,0.04822282
768-2835,0.07527781
1074-2836,0.0400529
1138-2836,0.03898216
1286-2835,0.055420693
1294-2835,0.053002506
440-2837,0.043175224
490-2834,0.06167866
1220-2838,0.102336735
567-2834,0.052386083
755-2834,0.0402309
354-2837,0.04248681
840-2839,0.086220935
576-2839,0.04410461
1341-2842,0.03925631
283-2840,0.06602151
421-2844,0.08865256
186-2844,0.06733496
669-2842,0.06321932
1726-2845,0.038020916
947-2844,0.060997963
941-2846,0.07129733
678-2846,0.048701644
563-2846,0.061283927
1116-2848,0.041530456
888-2846,0.042677857
531-2846,0.041307155
478-2846,0.04706434
435-2846,0.073775426
411-2846,0.04175093
278-2846,0.045069847
979-2846,0.043812644
748-2846,0.041714586
1343-2849,0.04275517
48-2846,0.04458887
242-2846,0.03827953
1608-2846,0.0422442
1346-2846,0.059309237
1226-2846,0.056024067
1164-2846,0.042001978
37-2846,0.11930088
1150-2846,0.041251414
888-2848,0.043001387
404-2851,0.07451902
929-2851,0.054080103
1115-2847,0.06697191
1260-2851,0.046060253
812-2847,0.08318332
51-2850,0.08338671
1165-2852,0.059301604
1902-2852,0.07341138
2481-2852,0.037861466
1520-2853,0.032708395
1404-2847,0.06676871
1026-2850,0.05457937
560-2855,0.050529283
1362-2850,0.052486815
55-2855,0.053997226
440-2855,0.041524425
1274-2855,0.03962426
880-2855,0.047033116
1269-2858,0.04024118
308-2855,0.09758485
73-2855,0.054514997
659-2855,0.0405034
1116-2854,0.041710693
368-2851,0.13674563
82-2855,0.042519953
1198-2860,0.07310905
399-2862,0.063986115
338-2862,0.07337184
333-2862,0.079431675
332-2862,0.05972637
234-2862,0.046252456
690-2862,0.041836295
231-2862,0.05226606
229-2862,0.07468301
425-2862,0.040446207
323-2862,0.050266992
489-2862,0.04374153
1241-2862,0.0883798
139-2862,0.036973834
565-2862,0.114260174
239-2862,0.096799925
1416-2861,0.04209307
1951-2861,0.060143303
847-2864,0.04040782
1545-2859,0.096928485
1661-2859,0.047561627
1419-2861,0.062679574
1775-2859,0.0483762
159-2862,0.052652396
515-2862,0.12762389
136-2862,0.042417157
404-2864,0.047371417
104-2862,0.0742482
1116-2862,0.04094774
889-2862,0.07379895
1029-2862,0.057926837
1117-2862,0.04831517
874-2862,0.14562996
827-2862,0.06007603
1087-2862,0.059370812
1214-2862,0.04054445
600-2861,0.05527934
455-2861,0.06681857
596-2861,0.08929482
755-2862,0.043629345
114-2862,0.06320328
1290-2862,0.053997137
1386-2861,0.058507565
40-2862,0.064465255
19-2862,0.081476115
644-2862,0.06200326
446-2862,0.04452548
45-2862,0.072783
216-2861,0.07100494
2048-2862,0.055518392
1722-2862,0.049780853
1572-2862,0.060416654
1330-2862,0.06816363
752-2862,0.06900708
240-2877,0.060034376
1283-2875,0.05002243
929-2874,0.046101656
1416-2866,0.061988484
1951-2866,0.06435964
665-2866,0.051267084
600-2866,0.03911024
1450-2871,0.06804088
846-2877,0.056711353
748-2876,0.041818406
1419-2866,0.063200325
216-2866,0.10183245
1272-2875,0.026664501
1341-2867,0.04179055
365-2867,0.05402913
1074-2867,0.041567884
404-2874,0.046716582
1520-2867,0.057756525
545-2874,0.0829458
1386-2866,0.04082373
606-2874,0.07677359
685-2868,0.0351
1450-2868,0.06124229
845-2875,0.07086731
577-2874,0.09889082
48-2883,0.041404307
1164-2883,0.042452097
1051-2883,0.052149214
3-2880,0.06053401
888-2883,0.04235174
837-2883,0.120761044
1738-2883,0.09503322
1346-2883,0.06587483
254-2881,0.052552305
531-2883,0.041700643
701-2883,0.078214645
731-2883,0.048192583
676-2883,0.05416884
748-2883,0.043088473
2005-2878,0.056800015
571-2878,0.05008523
267-2884,0.08333094
1843-2881,0.09674224
2481-2882,0.044477977
748-2885,0.04180058
2339-2881,0.04298754
1892-2883,0.052647494
1182-2881,0.08569451
471-2878,0.07237052
1203-2884,0.037703034
409-2884,0.11527123
1093-2878,0.04183571
917-2878,0.04182424
739-2878,0.04414252
1150-2878,0.04222021
2133-2886,0.040477235
1217-2887,0.04866656
114-2890,0.066983126
1223-2888,0.053292163
1571-2887,0.13958621
1343-2889,0.03986271
1780-2889,0.040937964
1630-2887,0.039561164
1290-2889,0.041982763
1722-2887,0.05001908
1349-2887,0.02349321
281-2889,0.11331733
1335-2890,0.058674846
1268-2890,0.11471459
1319-2890,0.07538669
899-2887,0.060739152
623-2887,0.053736392
518-2887,0.07818413
347-2887,0.053734683
325-2887,0.049671832
489-2887,0.041708097
293-2887,0.057300813
484-2886,0.036800317
226-2890,0.0639575
294-2890,0.06625673
338-2890,0.05083026
646-2887,0.027912347
662-2887,0.038272776
192-2892,0.08454749
1733-2895,0.062198326
2532-2895,0.0390544
1314-2893,0.045176297
1028-2893,0.047375005
114-2892,0.07412752
1944-2891,0.062735185
226-2892,0.046553567
294-2892,0.029014057
148-2894,0.114414364
446-2894,0.042343408
1269-2895,0.041793376
203-2900,0.05093347
690-2900,0.042066235
666-2900,0.042073123
644-2900,0.046302788
572-2900,0.04241338
136-2900,0.04199211
489-2900,0.041444417
112-2897,0.04374862
446-2900,0.042295206
385-2900,0.040186595
903-2900,0.042616237
300-2900,0.0486548
323-2900,0.042259615
1587-2903,0.0798702
402-2903,0.045260612
578-2901,0.055630814
1615-2898,0.043334868
1165-2897,0.048700396
239-2900,0.047260158
1214-2900,0.04084131
1087-2900,0.041479368
827-2900,0.042811606
315-2900,0.044048063
1208-2897,0.049408585
342-2908,0.03825412
972-2906,0.06172569
929-2906,0.048307024
1001-2908,0.016593253
840-2906,0.066326916
1471-2902,0.06500467
684-2908,0.050011076
576-2906,0.07566716
833-2907,0.052040737
1260-2906,0.045708742
683-2908,0.045416385
1799-2909,0.062132172
572-2910,0.043977458
571-2910,0.06488353
446-2910,0.04241554
425-2910,0.043396715
39-2910,0.04443729
1120-2910,0.04261345
385-2910,0.04462564
182-2910,0.056852184
666-2910,0.04636546
323-2910,0.050642755
690-2910,0.041430928
315-2910,0.046553034
2441-2910,0.04375677
903-2910,0.043541234
210-2910,0.054667715
1093-2910,0.043866932
71-2910,0.044426557
1210-2910,0.043501988
2365-2910,0.047292314
1087-2910,0.046922408
82-2910,0.04159068
1586-2910,0.04404957
1254-2910,0.050132617
1214-2910,0.043198615
422-2910,0.04453174
755-2910,0.04114291
180-2910,0.040044352
1318-2910,0.047760293
1248-2913,0.04514147
368-2912,0.053595655
545-2912,0.076536626
404-2912,0.04704108
576-2913,0.044149783
1722-2911,0.04385977
1571-2911,0.046782885
646-2911,0.075639404
293-2911,0.087866284
840-2913,0.09792223
1450-2920,0.06224287
1720-2916,0.061815552
268-2916,0.038559597
421-2919,0.048379693
1056-2916,0.06284529
407-2916,0.046892256
1227-2917,0.04269251
449-2923,0.058861144
1822-2929,0.03611175
247-2929,0.032646764
1998-2929,0.053012956
2704-2929,0.045537237
2903-2929,0.04742904
1055-2926,0.051859416
317-2924,0.047321543
1450-2922,0.07472989
1198-2922,0.08545321
1450-2921,0.04904611
1397-2923,0.057661865
576-2924,0.05080735
1198-2921,0.10433055
1386-2925,0.041054215
1766-2926,0.0660191
596-2925,0.0318073
847-2924,0.058735278
1416-2925,0.055056486
2263-2930,0.05120945
691-2924,0.04476049
1281-2929,0.018475
665-2925,0.045025613
404-2931,0.060357925
61-2932,0.033986058
490-2935,0.116735384
123-2932,0.05956421
196-2932,0.10753728
1576-2931,0.041301213
368-2931,0.08469988
545-2931,0.026501685
929-2931,0.050851583
577-2931,0.03807734
972-2931,0.09272449
1260-2931,0.04628992
580-2931,0.048127256
2181-2933,0.052905254
748-2934,0.042817295
576-2931,0.08468768
404-2938,0.045252558
840-2936,0.08024443
545-2938,0.07339124
847-2938,0.04369904
929-2938,0.043343127
576-2936,0.042470742
545-2936,0.072219595
972-2938,0.053627618
972-2936,0.047564026
1576-2938,0.05656681
1843-2937,0.095409244
2246-2939,0.08575113
1808-2937,0.056431506
691-2936,0.049561907
1001-2941,0.045103464
911-2941,0.049860127
684-2941,0.04705209
1318-2940,0.045332167
2298-2944,0.061072502
2448-2940,0.053785477
1431-2943,0.031273816
1176-2944,0.094191946
1002-2949,0.039885323
230-2943,0.05796391
750-2949,0.047736317
1101-2943,0.07389937
699-2942,0.066308096
683-2941,0.051971477
1529-2940,0.07862413
1038-2940,0.06480127
920-2940,0.047379
874-2940,0.048279647
794-2940,0.045295116
136-2940,0.042821705
2441-2940,0.04179009
323-2940,0.04136044
1214-2947,0.040454928
1529-2947,0.04988314
705-2949,0.05217674
446-2940,0.04176655
1214-2940,0.04080066
161-2940,0.056743212
361-2955,0.03274287
338-2953,0.046258453
1094-2950,0.060828436
1363-2946,0.074439555
530-2946,0.059735216
553-2950,0.052596584
919-2962,0.04518847
480-2962,0.07816472
178-2962,0.043031465
1180-2962,0.04946274
830-2960,0.040405545
268-2960,0.04266102
190-2960,0.037595317
67-2962,0.04106682
1586-2964,0.0423167
24-2962,0.054427736
1431-2961,0.07681407
2051-2963,0.04800555
55-2962,0.051735148
1549-2962,0.053489555
1316-2962,0.069040835
227-2956,0.116266005
239-2956,0.046316046
308-2956,0.06384246
829-2956,0.063242726
1046-2960,0.040587436
12-2956,0.11448062
1283-2959,0.05090747
82-2956,0.040237945
203-2956,0.04495549
1500-2956,0.098754436
384-2965,0.034830663
608-2969,0.049965966
1651-2970,0.037763305
1565-2970,0.052669223
2393-2970,0.07779904
1922-2970,0.09074049
2601-2970,0.03137318
2493-2970,0.062277272
2254-2970,0.055350933
1429-2970,0.047156923
1816-2970,0.050997294
1363-2970,0.08264132
1689-2970,0.081903346
1085-2970,0.06761238
1073-2970,0.041721277
330-2969,0.11940781
423-2966,0.066747375
1253-2968,0.05221922
47-2969,0.050954312
2560-2970,0.04171003
2056-2968,0.037625894
77-2970,0.10244746
771-2970,0.05240592
1341-2968,0.040682435
452-2969,0.045098294
768-2971,0.0598272
1401-2973,0.068324134
1884-2975,0.07938554
1424-2971,0.041150525
1293-2971,0.056503747
55-2972,0.04807003
1231-2973,0.029266467
1116-2977,0.04034407
892-2977,0.049378652
1428-2977,0.029822616
1970-2977,0.074254595
250-2977,0.06913057
289-2977,0.05422086
18-2977,0.07665942
100-2977,0.03272193
874-2978,0.05822045
1227-2979,0.043502692
1120-2981,0.04070794
666-2981,0.042332284
752-2981,0.04311855
903-2981,0.042289257
1309-2981,0.04445823
1254-2981,0.044173054
1290-2981,0.043132555
446-2981,0.042509597
2502-2981,0.04977606
204-2980,0.049708396
2365-2981,0.043203223
644-2981,0.04992146
319-2980,0.05312061
71-2981,0.041442774
136-2981,0.04391981
330-2981,0.053387515
385-2981,0.042346545
315-2981,0.043367293
167-2981,0.04805413
281-2981,0.0748488
323-2981,0.042359535
229-2980,0.04900699
46-2987,0.09508006
577-2984,0.06975298
1615-2984,0.07170302
402-2987,0.04318282
1780-2985,0.041735087
1988-2985,0.05501352
2091-2985,0.07421861
1328-2987,0.077816084
180-2990,0.040575027
268-2993,0.046967756
718-2990,0.03213994
1476-2994,0.061310865
1404-2988,0.08509672
1998-2988,0.044341218
2704-2988,0.12470556
521-2990,0.055050865
2448-2990,0.046985272
545-2992,0.057236176
2514-2990,0.045698054
2910-2990,0.088109106
1164-2991,0.041533418
2102-2991,0.04550083
404-2992,0.048397426
1988-2994,0.055139787
575-2992,0.049564563
847-2992,0.05626977
105-2995,0.027629776
268-2996,0.04132682
382-2999,0.030951934
1000-2998,0.052100644
254-3001,0.05209004
1662-2999,0.09602138
334-2999,0.039309066
2572-3000,0.03307394
545-2998,0.06983107
2290-3000,0.035974767
939-3000,0.0447194
770-2998,0.025713325
2674-2999,0.060536794
2475-2997,0.03839102
2401-3000,0.04742584
1852-3003,0.042405117
1117-3003,0.0448249
1803-3003,0.048273
1606-3003,0.050312866
1116-3003,0.04420992
2228-3003,0.046170402
1886-3003,0.044162523
1888-3003,0.05415863
2216-3003,0.08163387
1469-3003,0.052358042
235-3003,0.10951246
2054-3009,0.06546813
214-3006,0.05877646
299-3005,0.032183785
1724-3004,0.059161298
452-3010,0.045553297
825-3004,0.025401121
1456-3010,0.044503577
269-3010,0.045482572
816-3010,0.047840856
826-3010,0.04465472
1429-3010,0.068785034
1189-3004,0.045366257
1074-3010,0.045788426
183-3010,0.045168098
239-3004,0.04547727
2030-3008,0.05248724
2802-3008,0.04379985
126-3007,0.042558845
1066-3008,0.042771757
299-3008,0.04185826
1423-3010,0.13946563
1854-3007,0.0355911
781-3006,0.04343229
1138-3010,0.042248115
82-3004,0.041881386
203-3004,0.06544361
900-3010,0.06255091
168-3013,0.04092633
118-3013,0.050021302
84-3013,0.05864511
199-3013,0.05520391
1064-3013,0.07868864
823-3012,0.06356662
1309-3015,0.083132036
1693-3018,0.05078711
939-3018,0.053550072
564-3016,0.06438819
1893-3018,0.054741934
557-3019,0.03391772
748-3019,0.041531414
942-3019,0.047737174
1790-3019,0.065740906
1406-3019,0.061094206
1212-3014,0.04669497
2888-3014,0.03434288
1290-3015,0.043166608
136-3015,0.041133054
1730-3014,0.052473035
281-3015,0.0560904
1751-3019,0.06033194
422-3015,0.0441349
2109-3020,0.09407372
1116-3021,0.042662017
2008-3019,0.040493604
532-3016,0.05646385
869-3025,0.03699799
1128-3022,0.04919836
656-3024,0.04057222
1258-3022,0.046519533
1490-3027,0.040417906
179-3024,0.048303902
440-3024,0.043221537
1489-3027,0.03214897
652-3028,0.05880205
2162-3031,0.03897768
1612-3029,0.037718337
598-3028,0.03513286
909-3028,0.11193839
288-3035,0.035041187
314-3029,0.090625465
2175-3033,0.06259798
1439-3031,0.1361683
956-3032,0.104678534
402-3028,0.04587862
1328-3028,0.106023446
279-3034,0.05059896
726-3034,0.05212846
280-3034,0.13432388
180-3046,0.04116603
13-3037,0.053424984
482-3037,0.039286617
239-3049,0.0877612
2174-3040,0.019850533
994-3040,0.048297293
973-3040,0.05280318
281-3049,0.04891454
1026-3042,0.04336825
2048-3049,0.057615783
1606-3048,0.05500015
666-3043,0.041999083
53-3047,0.03703094
1628-3044,0.0419358
1014-3047,0.03914961
1469-3048,0.08389631
447-3049,0.058629323
483-3037,0.069541365
78-3039,0.04694154
1803-3048,0.09596214
1210-3046,0.04287039
235-3048,0.0511135
425-3049,0.042085733
766-3046,0.09604666
3003-3048,0.042114735
1294-3046,0.062383786
2304-3049,0.038795367
416-3039,0.04379413
2365-3043,0.046852436
463-3038,0.10954248
1242-3049,0.05289144
19-3049,0.075165674
644-3049,0.08551739
518-3049,0.065299615
489-3049,0.042477872
1888-3048,0.08315609
1852-3048,0.0738354
1309-3049,0.11779097
690-3049,0.04548113
2910-3043,0.04356692
1571-3049,0.06838963
1722-3049,0.05034234
1290-3049,0.048146583
827-3049,0.044643026
1330-3049,0.061060708
1120-3049,0.04284369
2723-3043,0.055538736
1093-3049,0.03963194
1216-3049,0.062874265
903-3043,0.042814277
2441-3043,0.0485088
1214-3049,0.039797656
2502-3043,0.07412027
2514-3043,0.058344707
925-3038,0.05313038
748-3038,0.041475423
367-3038,0.08675341
3049-4142,0.05078208
2160-3051,0.0641463
1074-3051,0.039080083
484-3051,0.035490878
1116-3053,0.043174136
1469-3053,0.14689757
1138-3051,0.042659823
1341-3051,0.03936574
1616-3051,0.09270085
2228-3053,0.06827574
1809-3052,0.097735345
1725-3050,0.05530454
235-3053,0.045220032
2064-3052,0.049027633
2265-3052,0.04604161
817-3052,0.03533255
2757-3050,0.05176385
2256-3050,0.07829567
833-3052,0.0483484
2919-3050,0.031566594
1952-3056,0.052204214
616-3055,0.046963252
2308-3063,0.04012714
336-3055,0.039752103
211-3056,0.049670182
999-3056,0.08510814
1002-3056,0.04743424
2887-3056,0.0779964
1571-3056,0.04484199
1722-3056,0.043519102
1229-3058,0.14872536
2495-3060,0.03856782
49-3057,0.049789254
1645-3060,0.107953504
1519-3060,0.13417757
1255-3060,0.044381347
764-3060,0.039157324
498-3060,0.050530143
105-3060,0.042860173
530-3057,0.042761475
1363-3057,0.051114906
94-3057,0.05452849
56-3057,0.052278437
2022-3059,0.090545
1353-3058,0.05018808
24-3058,0.044869855
2946-3057,0.05828165
26-3057,0.056207005
2218-3057,0.074382335
349-3064,0.04781016
804-3064,0.052599367
350-3064,0.04397363
1153-3065,0.0414264
1494-3065,0.052390438
1095-3065,0.033040732
1835-3067,0.04503091
253-3065,0.048866376
1666-3065,0.040324457
1315-3065,0.05673926
1737-3065,0.04554509
1900-3065,0.038320553
1193-3065,0.04409829
1119-3065,0.03760753
942-3067,0.0436662
279-3067,0.07736339
443-3067,0.055321075
504-3067,0.038215708
1569-3065,0.047769483
726-3067,0.08528754
70-3067,0.036351528
2599-3067,0.05865188
2044-3067,0.049651317
1197-3067,0.04823215
884-3065,0.037522517
2030-3068,0.034671336
299-3068,0.060267944
934-3073,0.098952435
1846-3069,0.04087899
2133-3070,0.038939573
1269-3072,0.055757377
2948-3069,0.04834125
2215-3069,0.06977296
2415-3076,0.041685477
2727-3076,0.0314847
2917-3076,0.044216827
596-3078,0.029826203
2439-3076,0.039573945
847-3080,0.041756403
402-3079,0.044665966
2550-3076,0.04451213
2596-3076,0.06834622
409-3078,0.1019836
652-3079,0.061248105
1317-3082,0.05974845
1653-3081,0.056590095
892-3082,0.034614503
2929-3086,0.0362031
515-3082,0.059987634
319-3082,0.057988655
289-3082,0.039582744
1117-3082,0.042098295
250-3082,0.10887573
784-3082,0.04451716
1484-3082,0.07300692
2862-3082,0.029071148
1254-3083,0.04330126
2437-3083,0.04613259
204-3082,0.050651643
229-3082,0.046411004
253-3081,0.048178907
247-3086,0.110650994
906-3081,0.047210753
1299-3081,0.042199645
1822-3086,0.06579496
2704-3086,0.06191004
249-3088,0.03046101
2259-3090,0.06715384
1614-3094,0.04957395
1192-3091,0.028091736
2445-3090,0.058847405
109-3094,0.04007533
2879-3090,0.08676059
2849-3090,0.046529334
2732-3090,0.045772973
2805-3090,0.062033527
1343-3090,0.042752337
1659-3095,0.053520367
386-3096,0.047492042
386-3097,0.04197833
2970-3098,0.052674167
484-3098,0.04570687
1645-3098,0.06965746
2160-3098,0.035716183
952-3101,0.0533202
1210-3099,0.04313853
1788-3098,0.03374193
611-3098,0.04736638
268-3099,0.04311458
1116-3101,0.04123839
2964-3098,0.0417316
893-3098,0.102158956
1117-3101,0.043101147
1667-3098,0.06955702
452-3100,0.050097056
52-3100,0.04316213
2393-3098,0.10036278
1616-3098,0.04943287
1586-3098,0.041962877
1423-3098,0.122322775
1341-3098,0.041041955
1138-3098,0.042261112
476-3099,0.11662436
1295-3100,0.05021597
2663-3098,0.029984584
749-3099,0.109022774
2043-3102,0.03537493
1219-3099,0.046618
1308-3099,0.050143644
3099-3415,0.03063504
3046-3099,0.06195678
2838-3099,0.053346846
2016-3099,0.042786557
2589-3099,0.056285277
2135-3099,0.0609526
601-3098,0.0517741
268-3104,0.042424645
180-3099,0.040496983
898-3099,0.15855174
389-3104,0.052478623
2190-3099,0.05533843
2527-3104,0.050580036
3034-3102,0.035777237
407-3104,0.058151495
2735-3102,0.03883481
2224-3102,0.037796013
994-3099,0.058115315
5-3099,0.06508373
2148-3102,0.05732645
1752-3102,0.07060245
726-3102,0.10435928
504-3102,0.05086195
279-3102,0.067509
200-3102,0.07216357
2950-3107,0.038146842
55-3113,0.04824266
169-3113,0.043614622
569-3108,0.070772216
944-3108,0.070773944
2140-3114,0.045969564
1207-3113,0.04155716
260-3113,0.043132663
339-3113,0.0431213
1470-3113,0.04795544
1385-3113,0.0509598
1549-3113,0.055415995
1043-3108,0.08690501
2771-3107,0.03800667
1590-3108,0.04216199
880-3113,0.04677488
261-3111,0.06875928
2803-3113,0.054893844
659-3113,0.040826086
429-3113,0.054861717
656-3113,0.041617565
560-3113,0.06558651
1668-3110,0.051774956
2734-3108,0.05294371
1252-3113,0.060211994
1246-3109,0.037171595
1343-3113,0.040773254
1669-3110,0.060423687
396-3113,0.042858835
354-3113,0.04129012
2341-3112,0.09120748
440-3113,0.042825773
1567-3113,0.041014712
2508-3109,0.04203964
528-3110,0.02731697
2732-3113,0.069946095
2259-3113,0.10245642
402-3110,0.041147515
371-3110,0.12649637
143-3110,0.0318636
1988-3113,0.044169392
1919-3113,0.0469243
1456-3107,0.04202909
471-3110,0.13269883
2729-3107,0.074975625
2730-3107,0.04385004
1794-3113,0.05954985
1780-3113,0.041396525
2121-3113,0.06766374
2091-3113,0.07292926
1232-3107,0.05467419
2805-3113,0.07690708
445-3110,0.09271779
558-3110,0.12052779
660-3110,0.057892114
2849-3113,0.08727541
3090-3113,0.03346809
1404-3105,0.06294199
2612-3106,0.029270802
2879-3113,0.09482059
1213-3107,0.058777116
1094-3107,0.08416316
553-3107,0.068536505
458-3107,0.035451014
8-3107,0.10152816
2557-3110,0.059111767
1008-3110,0.052344047
427-3117,0.041372992
53-3119,0.040286083
656-3115,0.041062884
691-3116,0.051614124
166-3118,0.053778723
880-3115,0.062845
972-3116,0.05215458
179-3115,0.04970627
2001-3115,0.025759058
169-3115,0.061917808
182-3115,0.04158457
567-3118,0.09800596
314-3117,0.11883642
452-3118,0.048549466
254-3118,0.054926965
462-3118,0.054310326
1014-3119,0.0434668
272-3117,0.05563
353-3118,0.046595987
440-3115,0.042024996
55-3115,0.04647644
429-3115,0.06325917
