edge_id,std_dev
3860-5233,0.14946531
281-5239,0.07330676
4666-5233,0.03787263
4715-5233,0.0626798
4707-5233,0.03599765
3513-5234,0.050618112
4381-5233,0.040996887
2445-5238,0.08496372
4374-5233,0.12795946
3911-5233,0.038871594
898-5238,0.04045893
4934-5233,0.10205606
4416-5237,0.044348557
1290-5239,0.031263568
3348-5234,0.048669476
5-5238,0.06095468
3346-5233,0.0843115
5195-5237,0.045963716
2237-5231,0.038439713
3890-5237,0.03924676
1964-5234,0.046254102
1309-5234,0.07073466
1505-5234,0.06549882
2970-5237,0.10092584
3161-5237,0.06557801
3329-5233,0.12528734
2911-5233,0.04199504
3732-5237,0.039649457
2132-5234,0.026651477
788-5233,0.05053543
3732-5233,0.038972728
2671-5234,0.043290403
3911-5237,0.03906455
1303-5234,0.027130138
2831-5238,0.043597423
4416-5232,0.04882235
954-5237,0.07728194
1601-5237,0.06865108
1791-5237,0.09377578
1074-5231,0.08554162
1138-5231,0.16108169
1341-5231,0.08103338
2226-5231,0.048346672
599-5237,0.10019328
4351-5240,0.067125976
3167-5231,0.03369799
3310-5231,0.049297687
4174-5231,0.032737076
4503-5237,0.15285277
4355-5240,0.050494906
2506-5234,0.04976217
3673-5238,0.041257422
2333-5234,0.048739973
1616-5231,0.10631753
1290-5234,0.047569484
192-5233,0.045786932
1848-5240,0.030219154
5111-5232,0.030121762
4251-5235,0.05892104
1786-5236,0.040483445
2455-5236,0.0473393
2890-5233,0.1354261
2887-5233,0.037893917
4906-5236,0.06617731
4288-5235,0.047619537
1722-5233,0.0461774
1571-5233,0.052456353
281-5234,0.0696893
226-5233,0.14528172
549-5233,0.059686787
662-5233,0.05497256
5111-5237,0.05418166
2862-5233,0.040837836
3890-5232,0.03974269
4132-5250,0.048064988
4548-5249,0.063304104
4874-5249,0.04144304
4854-5249,0.041212175
706-5242,0.039048225
3307-5250,0.06192286
2133-5250,0.14333814
2415-5250,0.041583095
1892-5250,0.18231693
1701-5250,0.044110928
4831-5245,0.039437752
3260-5250,0.0460708
3643-5250,0.06805685
4149-5245,0.042519756
3444-5249,0.0470318
4057-5247,0.05322315
497-5245,0.034369327
4554-5249,0.095657215
1343-5249,0.05662634
1584-5247,0.04883707
2805-5249,0.047497556
2849-5249,0.055573367
3662-5249,0.10746734
3883-5249,0.108043455
3885-5249,0.04748564
2803-5249,0.042655963
2504-5250,0.031314608
3421-5246,0.042128284
4668-5250,0.041885577
2714-5246,0.05338277
3568-5246,0.040827446
1571-5246,0.071065255
2199-5246,0.10544459
2430-5245,0.067659244
2461-5245,0.043349322
2445-5248,0.072029226
3256-5245,0.043790404
3741-5248,0.044349533
2600-5248,0.050033692
299-5241,0.105002
4672-5243,0.027930398
4476-5243,0.039764274
1007-5243,0.04168413
4342-5241,0.047765914
2311-5248,0.034552183
1542-5250,0.108900316
3784-5245,0.042088892
4647-5248,0.15611805
148-5246,0.016759932
748-5250,0.042084627
5032-5249,0.04321387
54-5246,0.022822082
1725-5245,0.04762481
1225-5241,0.04270143
2855-5246,0.045255832
2803-5241,0.042865362
3236-5241,0.05549805
1560-5245,0.040569887
4226-5241,0.03981403
2256-5245,0.05233331
2508-5241,0.0761178
3752-5254,0.03907101
4481-5254,0.03945241
5219-5254,0.04001965
682-5257,0.0638411
3885-5260,0.044748373
4920-5254,0.14349194
4801-5254,0.09163086
4768-5254,0.042021163
4691-5254,0.033455253
4472-5254,0.040041406
762-5257,0.05838613
3890-5254,0.041366514
3878-5254,0.0525669
583-5257,0.048601218
2862-5259,0.03951116
2889-5260,0.0715713
1599-5258,0.051132534
299-5260,0.06781917
1343-5260,0.058833297
5228-5254,0.035999257
4271-5254,0.040369797
973-5253,0.05238747
5128-5254,0.044312
2244-5253,0.038663372
2355-5260,0.07035406
3291-5254,0.14450845
2911-5254,0.043693542
2887-5254,0.038904823
1691-5254,0.06871111
392-5254,0.061788086
217-5257,0.06518219
461-5257,0.045381956
3583-5254,0.053227566
1971-5253,0.04258529
3428-5254,0.041512027
4219-5253,0.03982113
3989-5253,0.03884655
3708-5253,0.04795897
3470-5253,0.05123692
3040-5253,0.04451521
2875-5253,0.047013815
2488-5253,0.028227882
2453-5253,0.14110354
3846-5252,0.040905144
4406-5252,0.03403169
2803-5260,0.04289733
452-5244,0.041639253
2849-5260,0.04758289
4048-5259,0.024453344
3911-5259,0.03998675
3732-5259,0.038834564
3478-5259,0.05728318
4526-5253,0.051965777
3903-5260,0.09413374
4934-5261,0.10440368
3732-5261,0.038905807
2624-5244,0.04092214
4127-5259,0.048571832
1891-5244,0.045284726
2717-5244,0.04164668
4666-5261,0.03244824
4381-5261,0.0464556
4374-5261,0.085542545
3911-5261,0.039443016
2672-5244,0.045859642
3291-5261,0.05798413
2862-5261,0.039501537
999-5261,0.04041833
2805-5260,0.055729236
4418-5259,0.042462677
1295-5244,0.019235823
3871-5257,0.034741566
4451-5259,0.03801301
3655-5260,0.039982364
782-5257,0.08599259
5032-5260,0.04740623
4854-5260,0.038303558
4548-5260,0.049780477
3716-5260,0.09279385
4435-5260,0.04105769
4217-5260,0.038710784
226-5258,0.13476963
4554-5260,0.094572835
54-5258,0.030538479
4710-5253,0.045883596
1147-5257,0.04701858
1570-5257,0.033590782
1753-5257,0.05283505
1912-5257,0.03495373
3025-5257,0.048466194
3045-5257,0.027205488
192-5258,0.050326064
3658-5257,0.0373121
5267-5268,0.04111549
1732-5269,0.059916224
3231-5269,0.047321852
3231-5270,0.03714572
3232-5270,0.03438774
3232-5272,0.05451582
3232-5271,0.05318647
3231-5272,0.06424833
2375-5263,0.038897615
1696-5263,0.069266826
3231-5271,0.066414595
4730-5267,0.042322755
2290-5267,0.047737963
2649-5263,0.05355021
3713-5263,0.042062163
4266-5263,0.047335003
52-5263,0.050184127
1298-5263,0.06612711
1003-5262,0.04677954
1298-5264,0.07391608
5254-5273,0.060945794
5128-5273,0.04255279
4829-5273,0.11116145
1989-5263,0.041198038
5066-5266,0.047330614
4748-5266,0.14622791
4801-5273,0.043990478
4266-5264,0.041437518
2887-5273,0.039637655
4297-5266,0.09067672
1062-5265,0.048705235
1696-5264,0.03447407
518-5273,0.043902483
4387-5266,0.04450176
1989-5264,0.025974562
3414-5264,0.038202222
4169-5262,0.06193208
899-5273,0.1603492
4934-5273,0.13045292
1722-5273,0.052248843
392-5273,0.071440496
2911-5273,0.042816605
3291-5273,0.047587182
3583-5273,0.03987529
3732-5273,0.039000556
3752-5273,0.04006347
3890-5273,0.03872769
4271-5273,0.038037337
4472-5273,0.038937487
4691-5273,0.07834443
4761-5273,0.15688066
4768-5273,0.038505614
1630-5273,0.048526496
3713-5264,0.07033718
4499-5274,0.065829374
4416-5274,0.04315226
4375-5274,0.0810143
4970-5274,0.053824104
599-5274,0.1567521
954-5274,0.18581706
1791-5274,0.14940451
3506-5277,0.052386157
2100-5281,0.047900848
323-5281,0.09085278
4006-5277,0.036761984
4116-5277,0.028171318
4909-5277,0.051643934
4621-5276,0.0793227
3923-5276,0.10751695
3997-5278,0.07590818
4479-5280,0.043039847
3348-5275,0.03841794
2671-5275,0.047667515
2333-5275,0.04228071
478-5280,0.034379292
2782-5278,0.040114526
4875-5281,0.11912203
2254-5280,0.039810404
2813-5282,0.04220019
4243-5281,0.057822563
1083-5278,0.044144467
635-5276,0.049523234
634-5276,0.040419966
253-5276,0.031304494
3507-5276,0.08753051
1494-5276,0.045711495
720-5278,0.028372087
1520-5278,0.10408793
2086-5278,0.033138406
4788-5281,0.08183742
610-5278,0.043021824
3208-5276,0.06320502
5144-5281,0.049984522
2156-5281,0.08265173
3241-5281,0.13938347
3660-5281,0.07049523
3991-5281,0.046446286
5093-5277,0.043883763
919-5284,0.037642002
3966-5283,0.045456998
2002-5283,0.03975335
480-5284,0.050010897
1456-5284,0.07779081
4385-5283,0.025708217
202-5283,0.08327966
2105-5285,0.059682
5200-5283,0.041168313
4436-5283,0.057891916
2829-5284,0.04105243
850-5290,0.06072269
4790-5287,0.05538074
386-5287,0.040480215
4935-5292,0.05898092
4463-5292,0.12446296
3415-5292,0.14707518
4624-5290,0.049979404
691-5291,0.035001505
2820-5292,0.074821874
253-5291,0.18316674
2108-5292,0.10030282
947-5291,0.046798
5249-5286,0.048981804
5013-5286,0.034321886
4548-5286,0.14492097
5260-5286,0.045098916
4354-5286,0.113057695
4076-5291,0.078427024
3815-5289,0.21096429
2631-5292,0.049087394
317-5291,0.04759201
3247-5292,0.09058913
421-5291,0.04320784
3883-5286,0.0523867
3662-5286,0.12650706
2889-5286,0.10040172
2879-5286,0.095214
2849-5286,0.15206239
2805-5286,0.047575284
2803-5286,0.05941615
1343-5286,0.13173819
4989-5291,0.040310483
1079-5292,0.042549
4535-5286,0.07624192
4699-5291,0.07678945
2155-5291,0.05465014
2309-5288,0.0351354
3815-5288,0.10853277
4423-5291,0.051502045
1798-5291,0.03570123
4217-5286,0.05517676
4309-5286,0.08113959
2308-5288,0.04447822
3507-5294,0.07428624
936-5294,0.05795845
3208-5294,0.07800377
3846-5293,0.04722689
3580-5294,0.06625804
2620-5294,0.06424123
1119-5294,0.03552947
1095-5294,0.056312438
3065-5294,0.03344346
2805-5295,0.11077255
449-5295,0.037349444
2803-5295,0.12031374
1520-5296,0.051272433
1397-5295,0.025199058
2853-5296,0.045400016
3090-5295,0.085319534
3306-5295,0.068081275
2415-5297,0.041477896
2820-5297,0.05559325
4557-5297,0.07235252
4257-5297,0.09228495
4406-5297,0.1784609
3990-5297,0.07439941
4171-5300,0.059589863
3747-5299,0.039064888
3732-5299,0.03892771
4271-5300,0.040429994
3841-5299,0.039234184
4325-5300,0.041399974
4320-5300,0.040062975
5128-5300,0.039851777
4801-5300,0.048508633
3911-5299,0.038118973
5175-5299,0.039451793
2918-5299,0.04097193
3678-5300,0.053885035
3428-5300,0.045389563
2862-5300,0.03839821
2767-5300,0.025636729
3164-5299,0.04149901
5092-5299,0.037106078
3958-5299,0.038625117
392-5300,0.049626242
489-5300,0.06874449
990-5300,0.0522677
4163-5304,0.07534125
2155-5304,0.03893401
1581-5305,0.049952246
4057-5305,0.052620213
5247-5305,0.041700624
2487-5298,0.029041534
1582-5303,0.040344775
2909-5298,0.050417915
3345-5304,0.0762195
2156-5302,0.12976308
3530-5303,0.05751206
4304-5301,0.036708426
2273-5301,0.033899084
421-5304,0.054971065
874-5302,0.047216102
682-5303,0.042873856
3404-5303,0.051322058
1100-5303,0.09046859
220-5303,0.1635314
217-5303,0.05412619
3025-5303,0.042195432
4069-5304,0.11633385
443-5315,0.048673872
1203-5308,0.08916095
3010-5310,0.15216307
1905-5307,0.046377733
1295-5313,0.06270544
1894-5314,0.04193924
1891-5313,0.056370083
2624-5313,0.09054855
2216-5309,0.03870611
2264-5309,0.098355435
3732-5309,0.040080443
2353-5313,0.0517113
4271-5314,0.04098326
4768-5314,0.046638872
1094-5308,0.06267879
54-5309,0.09855626
553-5308,0.047459397
418-5312,0.10316332
2950-5308,0.07626584
4191-5314,0.066304736
260-5312,0.077275455
505-5312,0.041633304
552-5312,0.03378501
585-5312,0.044579547
962-5312,0.041655827
1661-5310,0.14158617
179-5312,0.037152875
180-5312,0.055848937
2233-5310,0.032348797
1232-5308,0.058428265
354-5312,0.03417603
4100-5310,0.08511007
4357-5310,0.10658038
131-5308,0.054174993
1906-5308,0.039669532
3428-5314,0.044435117
2672-5313,0.04848741
1712-5311,0.045457713
4589-5307,0.026052574
5254-5314,0.040340032
2031-5312,0.059883345
2579-5312,0.05986518
3046-5312,0.041083228
4801-5314,0.050998308
5228-5314,0.14648587
2670-5311,0.06440331
1505-5312,0.019646695
1210-5312,0.055168796
1170-5312,0.045176707
1063-5312,0.045825552
5273-5314,0.03843798
55-5312,0.05441817
176-5312,0.036463678
2040-5312,0.039448015
5128-5314,0.039594524
1994-5311,0.033288334
24-5312,0.061652955
2225-5312,0.051392738
1438-5314,0.035166297
2825-5313,0.050261237
3652-5313,0.13758539
4631-5313,0.18549228
4717-5313,0.09727824
4860-5313,0.06897645
5138-5313,0.06211086
899-5314,0.0446267
347-5314,0.062432755
3224-5315,0.04831708
1573-5315,0.06703089
3386-5312,0.045111462
1363-5315,0.03418487
3306-5312,0.09049467
1217-5314,0.027667126
627-5316,0.039648138
2333-5317,0.045583278
3513-5317,0.12547562
2671-5317,0.043685354
2150-5317,0.04033265
1002-5317,0.04648814
874-5317,0.039110206
3348-5317,0.083800726
1284-5317,0.049742345
1487-5317,0.046133246
2976-5323,0.074990965
1292-5324,0.06134408
5114-5324,0.05412491
3911-5321,0.039904665
4374-5321,0.03972745
4381-5321,0.039581377
4666-5321,0.038789432
5161-5321,0.03834712
1681-5320,0.063554704
5175-5321,0.039068166
2480-5323,0.052826706
3732-5321,0.039508555
132-5323,0.18819879
273-5320,0.04617152
3704-5318,0.20350099
2917-5318,0.113479
3124-5318,0.055930614
2979-5318,0.05069528
3445-5318,0.10380834
2727-5318,0.034738492
2561-5318,0.04824289
2415-5318,0.043295264
3103-5323,0.033502925
2550-5318,0.06273912
452-5330,0.04194499
3601-5328,0.05240121
804-5330,0.06107176
1491-5330,0.03760564
440-5327,0.034764547
2808-5330,0.060992725
3412-5328,0.060730454
2418-5328,0.03719535
1925-5330,0.04946867
2447-5330,0.058429025
1600-5330,0.04945972
178-5327,0.06434552
1012-5328,0.053648632
480-5327,0.026017105
659-5327,0.039944224
3509-5330,0.07575345
1893-5329,0.048856035
169-5327,0.058430538
55-5327,0.12988806
3864-5329,0.07773359
67-5327,0.04902475
1026-5326,0.044952918
3042-5326,0.049025416
3627-5326,0.055411026
3687-5326,0.04256851
656-5327,0.044718165
1567-5327,0.03535411
3890-5331,0.038894363
4381-5331,0.040388167
4374-5331,0.037365846
3958-5331,0.039226316
4881-5331,0.040747106
3911-5331,0.0393367
3732-5331,0.038844563
2887-5331,0.038981847
4451-5331,0.039298795
5092-5331,0.03986849
2911-5331,0.03940401
5125-5331,0.039461307
5128-5331,0.040291104
5175-5331,0.03951505
5299-5331,0.039192617
2918-5331,0.040995304
204-5333,0.032606304
2107-5333,0.057799213
284-5333,0.03822233
5028-5338,0.043306973
3531-5332,0.04028875
3153-5332,0.13207011
2254-5333,0.03679055
3911-5338,0.04007905
3002-5332,0.039843146
2080-5333,0.055593602
3356-5333,0.15122692
3002-5333,0.033745892
3153-5333,0.040744577
4441-5333,0.11706779
3531-5333,0.042764265
2018-5333,0.030671112
1474-5333,0.022814913
1268-5333,0.0391204
716-5333,0.05672836
319-5333,0.037862767
3732-5338,0.041226495
2702-5333,0.045790967
4557-5342,0.09026032
3565-5339,0.04882385
4172-5342,0.091044985
5339-5340,0.055250913
4415-5340,0.103929855
3120-5341,0.045005105
3299-5339,0.02295008
3823-5339,0.03705114
2107-5332,0.12577973
1694-5337,0.045377977
2702-5332,0.07517602
2080-5332,0.08887578
2018-5332,0.028331801
4415-5339,0.053076874
319-5332,0.043200474
1474-5332,0.03687599
3247-5342,0.06335847
2753-5342,0.039231464
191-5342,0.0313256
4406-5342,0.10101618
1003-5337,0.037313238
2428-5334,0.048927154
2035-5334,0.04520249
204-5332,0.07129985
3782-5337,0.049431693
3329-5346,0.09982257
2890-5346,0.0359225
1949-5351,0.04028091
3815-5347,0.118530124
192-5346,0.032818586
226-5346,0.032847047
338-5346,0.07627978
515-5346,0.053784043
3346-5346,0.10037139
1991-5346,0.08134635
1493-5346,0.055494152
877-5346,0.05088078
2254-5346,0.03687335
278-5345,0.08653984
4335-5345,0.09101961
5019-5345,0.049086444
449-5344,0.098122045
1831-5349,0.048919626
3732-5346,0.038547367
999-5346,0.029753298
70-5345,0.063967235
4759-5346,0.080145344
1925-5350,0.11452262
2447-5350,0.06109516
4707-5346,0.12495789
4381-5346,0.039026152
4374-5346,0.03988891
3911-5346,0.039644957
4666-5346,0.038637612
4715-5346,0.042479895
5233-5346,0.054595172
4934-5346,0.03883627
4939-5346,0.053781085
4703-5346,0.05813421
4645-5349,0.15578182
5261-5346,0.05600341
1491-5350,0.042871345
350-5350,0.044687133
349-5350,0.040271778
1824-5350,0.04294306
3306-5344,0.04563896
1397-5344,0.1565913
4943-5349,0.051293965
3256-5348,0.07207889
3958-5358,0.037616234
3779-5353,0.04422611
3871-5355,0.06846541
4298-5355,0.08829295
5303-5355,0.046056774
4503-5352,0.029832901
1671-5352,0.041027423
2918-5358,0.038916044
3164-5358,0.04015647
3911-5358,0.039708406
4451-5358,0.040927228
1582-5355,0.043927837
2216-5362,0.040350683
1940-5355,0.05352095
2622-5355,0.05382219
4596-5360,0.082797654
4798-5360,0.021979414
3346-5360,0.08199206
2870-5354,0.035479017
217-5355,0.04252991
682-5355,0.041880295
4389-5353,0.034209475
1116-5362,0.039183684
373-5354,0.037683222
1607-5354,0.062202226
1061-5354,0.043222714
904-5361,0.0545397
3161-5361,0.04772488
3262-5361,0.08840428
4753-5356,0.10300705
3790-5356,0.16185191
775-5356,0.045029316
510-5359,0.060202878
239-5356,0.033127364
203-5356,0.054322194
858-5359,0.048497666
518-5356,0.08810139
2735-5359,0.058688004
568-5361,0.053638343
3404-5355,0.057172537
3025-5355,0.045442943
1457-5354,0.059488107
434-5354,0.035426147
3658-5355,0.05864614
392-5356,0.054750137
401-5357,0.04617451
1932-5359,0.019639226
599-5361,0.1452744
1214-5365,0.058885116
2869-5365,0.0405718
3635-5365,0.108363986
4320-5365,0.045289714
4325-5365,0.05626985
4334-5365,0.04629093
4927-5365,0.050624516
5073-5365,0.0480904
5254-5365,0.039200824
5273-5365,0.03970183
3651-5365,0.048366282
2108-5365,0.075028814
3536-5365,0.06491078
3603-5365,0.035073195
2862-5365,0.038446575
3732-5363,0.04051706
3911-5363,0.039546154
827-5365,0.055176705
4218-5365,0.06378243
3878-5365,0.06918191
4233-5363,0.14488332
2169-5365,0.062726215
4416-5363,0.044226978
1087-5365,0.05540364
2121-5364,0.0577786
1189-5364,0.05582681
825-5364,0.05216548
3989-5367,0.12721306
775-5364,0.081081584
82-5364,0.056292515
5253-5367,0.06007052
5048-5367,0.0441297
4624-5367,0.06281865
2259-5364,0.18198992
308-5364,0.18197848
4268-5366,0.069754966
3759-5364,0.09361889
2887-5364,0.03944303
3421-5364,0.084768325
3568-5364,0.046333708
3654-5364,0.0625917
3863-5364,0.04624627
4092-5364,0.070379354
4140-5366,0.057036318
4271-5364,0.038099345
3249-5373,0.11352406
3154-5368,0.058275923
3911-5367,0.040263277
2803-5364,0.047170423
3890-5367,0.03895578
5356-5364,0.057814337
3470-5367,0.1109551
2652-5373,0.05091252
1944-5367,0.13143694
1971-5367,0.041797195
5362-5364,0.039129127
5359-5364,0.05011104
4040-5366,0.057301592
4271-5366,0.037007086
5362-5366,0.039244834
1456-5371,0.039631452
4114-5368,0.052819166
2633-5373,0.0485956
1949-5373,0.088663585
3732-5367,0.04036258
1920-5367,0.046496827
3712-5368,0.081983455
2244-5367,0.038900327
3063-5368,0.032269765
2309-5368,0.051545575
2308-5368,0.02926632
5309-5364,0.0555106
2536-5364,0.0528401
4801-5364,0.041075904
4481-5364,0.04024603
2781-5367,0.03379298
2875-5367,0.06706026
3040-5367,0.051383562
5128-5364,0.038585734
2216-5366,0.039805125
4217-5364,0.06071073
1925-5366,0.049430013
4197-5373,0.029384358
4275-5373,0.116917215
4521-5373,0.02750669
4275-5372,0.1153211
4072-5372,0.06991432
3971-5372,0.13205089
3952-5373,0.111093104
3802-5366,0.08178225
3776-5366,0.07191439
3971-5373,0.07416852
3893-5373,0.09051327
3466-5366,0.071234934
3952-5372,0.11279075
4072-5373,0.06888281
3249-5372,0.08174648
3281-5366,0.14299633
2940-5366,0.03537247
2917-5366,0.050106466
2596-5366,0.056777805
3214-5366,0.06708172
3318-5373,0.04981704
3076-5366,0.030024987
3383-5366,0.11663115
1949-5372,0.078000695
2121-5366,0.042942088
3893-5372,0.08613007
2439-5366,0.059873234
3836-5366,0.08564732
2415-5366,0.05122669
1854-5366,0.15240438
1811-5366,0.09573854
1448-5366,0.056793958
925-5366,0.07517341
2453-5367,0.09940664
597-5366,0.054257967
452-5366,0.07897393
292-5366,0.040934183
126-5366,0.03548716
1732-5367,0.10839418
4311-5370,0.085470304
2429-5366,0.04018472
3790-5370,0.07159731
764-5366,0.04549685
1949-5374,0.04470988
489-5370,0.039086327
689-5367,0.09477997
973-5367,0.05966897
4072-5374,0.047699098
3971-5374,0.041824248
4275-5374,0.07486542
3893-5374,0.047455687
3249-5374,0.04559712
2652-5374,0.07771127
2633-5374,0.06116788
3952-5374,0.04192003
1349-5376,0.12307665
203-5376,0.10079997
825-5376,0.034093
690-5376,0.03819988
662-5376,0.11746547
3911-5376,0.038231
518-5376,0.039485294
54-5376,0.044641063
3732-5376,0.039456412
2887-5376,0.03921207
2911-5376,0.03911153
3421-5376,0.061336875
3568-5376,0.05106726
239-5376,0.097166136
2862-5376,0.039093968
5128-5376,0.04024692
1571-5376,0.038638234
2536-5376,0.079490945
1630-5376,0.082589686
478-5375,0.034874406
1722-5376,0.13846812
1691-5376,0.05315124
2550-5375,0.052864697
888-5375,0.051726688
942-5375,0.17131485
4452-5375,0.046242755
4357-5375,0.11760987
3836-5375,0.10045306
3124-5375,0.042622942
3704-5375,0.06423805
2336-5375,0.04038058
2415-5375,0.043611825
2727-5375,0.031916697
2596-5375,0.045317285
2439-5375,0.09690431
3076-5375,0.1269157
4481-5376,0.04956775
3860-5376,0.047156762
1197-5375,0.066508174
1397-5377,0.12472684
228-5378,0.029169949
449-5377,0.18199173
2074-5377,0.054543708
4971-5377,0.032550864
3219-5377,0.07715058
3386-5377,0.13010238
4579-5377,0.13167267
3008-5377,0.026305996
2918-5383,0.03924551
3164-5383,0.04046874
3732-5383,0.03926938
4451-5383,0.041858636
4057-5382,0.041984096
5216-5382,0.049989507
3911-5383,0.040446956
3958-5383,0.038564034
4126-5379,0.04474628
2911-5385,0.037861858
2918-5385,0.039470583
3164-5385,0.038082995
5092-5383,0.038657162
3510-5379,0.036858775
5175-5383,0.038092196
4451-5385,0.039296113
3911-5385,0.040034913
3747-5385,0.0390994
3326-5384,0.04582852
2237-5384,0.050849378
4405-5380,0.02856119
5009-5381,0.04912632
1460-5384,0.13229889
3732-5385,0.039327227
2174-5389,0.057474546
1167-5388,0.04820041
1516-5386,0.06967226
2457-5386,0.06315192
5069-5393,0.050226618
4732-5393,0.081492186
4729-5393,0.069208145
1694-5386,0.14840361
3146-5389,0.05892111
2287-5389,0.051289894
423-5389,0.028979752
3782-5386,0.06973192
112-5389,0.03062368
4673-5393,0.05273461
2593-5387,0.06612861
3631-5387,0.07695062
3118-5388,0.05213863
4169-5386,0.041917503
4185-5386,0.047728583
5051-5386,0.053396095
5262-5386,0.034485307
5337-5386,0.037117008
420-5389,0.037370082
3118-5391,0.18731901
4753-5393,0.04880831
4896-5388,0.04478572
4897-5388,0.0388725
1333-5390,0.048999522
2589-5390,0.059579592
3046-5390,0.104602806
3099-5390,0.04917251
3415-5390,0.17412156
1003-5386,0.07394401
301-5391,0.060237493
698-5391,0.038936716
1167-5391,0.23522852
1228-5391,0.120362625
4463-5390,0.12554917
822-5388,0.051518086
1875-5390,0.0534959
353-5388,0.03647794
3148-5388,0.03987806
2145-5388,0.036913157
1586-5390,0.045834217
3417-5388,0.05220258
1228-5388,0.04103891
1645-5390,0.054647684
931-5388,0.033367615
1409-5388,0.060190618
5128-5399,0.039403114
4730-5397,0.14677171
2216-5399,0.03940578
5254-5399,0.040039696
5273-5399,0.037543163
1116-5399,0.03953227
5309-5399,0.05821451
2374-5394,0.037300397
3965-5394,0.03309111
2328-5399,0.028063841
4556-5397,0.051133662
1490-5397,0.04268087
4497-5397,0.07292507
4401-5397,0.053764824
508-5397,0.08185091
277-5397,0.04106187
1991-5395,0.06607849
533-5397,0.07113667
338-5395,0.06567951
359-5395,0.056022316
1489-5397,0.04746106
3923-5397,0.08339343
5362-5398,0.04235926
86-5397,0.097932644
2887-5399,0.039084353
2533-5397,0.04550461
4271-5399,0.03859996
3291-5399,0.05654514
5128-5398,0.039442
4934-5398,0.03932653
3732-5398,0.038694855
3531-5398,0.039803088
3153-5398,0.043290228
2918-5398,0.040646784
2254-5398,0.041113105
1268-5398,0.044248495
932-5398,0.054818943
284-5398,0.042342395
4667-5396,0.053727448
1981-5398,0.03936855
2714-5396,0.06639218
4626-5399,0.054167915
3806-5396,0.069461696
4801-5399,0.041215338
4934-5399,0.039999474
4247-5394,0.03834799
4768-5399,0.0371955
5273-5398,0.038902465
5254-5398,0.037926767
2199-5396,0.06870709
1793-5396,0.037967466
2914-5394,0.034462955
3513-5403,0.06535982
2085-5402,0.03655453
2946-5400,0.041456293
1797-5400,0.035274055
617-5400,0.03263474
530-5400,0.022333002
688-5403,0.064433336
2150-5403,0.044398986
199-5401,0.03251242
2853-5402,0.16577363
2789-5401,0.04093443
2671-5403,0.05145106
4970-5401,0.03759185
1520-5402,0.127682
3057-5400,0.065419294
3721-5401,0.058764096
2284-5402,0.049251955
5296-5402,0.05487709
3061-5402,0.04488908
471-5406,0.04394256
615-5408,0.04099112
2040-5404,0.08711766
2500-5404,0.058835205
1638-5408,0.039102204
2662-5408,0.04082116
5358-5408,0.045011155
3880-5405,0.12665981
4381-5408,0.039277796
4967-5405,0.028782887
4056-5405,0.07061157
3890-5408,0.039084736
3732-5408,0.038856808
3103-5406,0.04298084
2763-5408,0.07545994
1599-5404,0.028437834
1714-5407,0.14933433
1382-5408,0.046151076
3540-5406,0.05475066
2005-5406,0.038261008
176-5404,0.12783307
1580-5406,0.038502004
1505-5404,0.057101294
1486-5408,0.040491108
512-5404,0.0518223
4484-5407,0.0799595
1210-5404,0.101071976
2904-5408,0.04185438
5161-5408,0.039022386
5036-5407,0.04140437
4263-5406,0.101155095
24-5404,0.07948041
571-5406,0.04908077
739-5406,0.04857731
917-5406,0.031024568
418-5404,0.08183541
1093-5406,0.042544704
4824-5406,0.03532962
1150-5406,0.03397584
3991-5411,0.04842524
281-5410,0.17048913
1745-5415,0.05031324
152-5415,0.059190866
3211-5409,0.079047255
3499-5409,0.027637545
1229-5409,0.05470173
3983-5411,0.054036178
1849-5409,0.046732124
2223-5415,0.04380392
386-5415,0.036204465
4386-5415,0.06727058
4481-5411,0.04319081
3178-5415,0.06772522
3863-5411,0.04674951
3759-5411,0.08525728
2920-5411,0.06286611
2371-5411,0.058584377
308-5411,0.21591546
203-5411,0.10163534
4217-5411,0.0807262
2351-5415,0.04090631
2765-5412,0.081696235
1486-5412,0.04061653
5155-5412,0.059977915
4905-5412,0.032565735
4678-5412,0.07432705
1324-5412,0.045418404
4729-5413,0.04254901
5091-5417,0.03462775
5219-5417,0.11867995
4960-5417,0.1473692
4481-5417,0.047834028
5189-5413,0.04362594
5257-5414,0.038853813
4158-5413,0.06966241
4271-5417,0.038624465
3725-5413,0.05224261
4801-5417,0.041444104
1572-5417,0.05747346
3679-5413,0.07267738
4060-5417,0.060403533
3025-5414,0.047132563
308-5417,0.15822987
325-5417,0.048535697
3658-5414,0.05720042
347-5417,0.050322182
3142-5413,0.14977843
3416-5414,0.043640982
5128-5417,0.04254007
3871-5414,0.053393077
2652-5416,0.10506367
5089-5417,0.031255018
5362-5417,0.038232286
462-5413,0.051347125
2834-5413,0.052220535
5228-5417,0.05272601
5254-5417,0.03886847
3971-5416,0.049132332
4275-5416,0.042954847
5273-5417,0.03967069
217-5414,0.04253595
1753-5414,0.05164387
5300-5417,0.042797804
5372-5416,0.026221164
3952-5416,0.04768312
762-5414,0.04045275
5373-5416,0.040756285
5314-5417,0.041874528
1949-5416,0.04403233
3118-5413,0.18988277
5309-5417,0.04308861
3893-5416,0.056708187
567-5413,0.04821019
583-5414,0.055474035
461-5414,0.041605834
682-5414,0.040680755
385-5423,0.040746525
2502-5423,0.034380008
